n                xn1                  |f(xn1)|
0	3.300000000000000e+01	2.541266609087245e-02
1	3.299951449644345e+01	2.496998612661017e-02
2	3.299903744459478e+01	2.453103395553669e-02
3	3.299856877350479e+01	2.410696846654048e-02
4	3.299810819911569e+01	2.368290996743383e-02
5	3.299765572147555e+01	2.327001759812219e-02
6	3.299721112755658e+01	2.286457129573094e-02
7	3.299677427536339e+01	2.246285085059441e-02
8	3.299634509390347e+01	2.207601509285695e-02
9	3.299592329913426e+01	2.168918477831383e-02
10	3.299550889106584e+01	2.130979926961274e-02
11	3.299510172769403e+01	2.093413897277685e-02
12	3.299470173804897e+01	2.056964177922183e-02
13	3.299430870905632e+01	2.021258876033372e-02
14	3.299392249873232e+01	1.985925979945691e-02
15	3.299354303607285e+01	1.951337381115081e-02
16	3.299317017903550e+01	1.917493083264787e-02
17	3.299280378560279e+01	1.884021159643012e-02
18	3.299244378479293e+01	1.850921531866589e-02
19	3.299209010557200e+01	1.818938055849983e-02
20	3.299174253490404e+01	1.786954977436750e-02
21	3.299140107281632e+01	1.755716054614354e-02
22	3.299106557725851e+01	1.725221319878045e-02
23	3.299073590622618e+01	1.695098816612273e-02
24	3.299041198870452e+01	1.665348504056041e-02
25	3.299009375365564e+01	1.636342317015149e-02
26	3.298978105906964e+01	1.607708315336964e-02
27	3.298947383392923e+01	1.579446487107106e-02
28	3.298917200721669e+01	1.551928697629279e-02
29	3.298887543689508e+01	1.524783049701739e-02
30	3.298858405194473e+01	1.498381426161544e-02
31	3.298829771034612e+01	1.472351887697343e-02
32	3.298801634105705e+01	1.446694473856525e-02
33	3.298773987307527e+01	1.421409148560571e-02
34	3.298746823537776e+01	1.396495924965535e-02
35	3.298720135696009e+01	1.371954744919535e-02
36	3.298693916677916e+01	1.348157490505741e-02
37	3.298668152280647e+01	1.324732275277185e-02
38	3.298642835401590e+01	1.301679089488061e-02
39	3.298617958938097e+01	1.278997945230387e-02
40	3.298593515789219e+01	1.256316979491601e-02
41	3.298569505954607e+01	1.234379848641609e-02
42	3.298545915229055e+01	1.213186553870571e-02
43	3.298522729408840e+01	1.191993412913206e-02
44	3.298499948493495e+01	1.170800426849183e-02
45	3.298477572482637e+01	1.150723059934577e-02
46	3.298455580069630e+01	1.130274018539978e-02
47	3.298433978356640e+01	1.110568738180007e-02
48	3.298412753137907e+01	1.091235414528313e-02
49	3.298391897311751e+01	1.072274020376796e-02
50	3.298371403774928e+01	1.053684565702895e-02
51	3.298351265425595e+01	1.035095227594240e-02
52	3.298331482263249e+01	1.017249611863491e-02
53	3.298312040083074e+01	9.994041025954914e-03
54	3.298292938884529e+01	9.819304890399394e-03
55	3.298274171564194e+01	9.648287802775712e-03
56	3.298255731019933e+01	9.480989522455019e-03
57	3.298237610148225e+01	9.313692332487022e-03
58	3.298219808949833e+01	9.153831791977041e-03
59	3.298202313219369e+01	8.993971935005618e-03
60	3.298185122955029e+01	8.834113227280227e-03
61	3.298168238158742e+01	8.681690778526985e-03
62	3.298151644623684e+01	8.529269231893011e-03
63	3.298135342350464e+01	8.380565962706754e-03
64	3.298119324234194e+01	8.235581335441111e-03
65	3.298103583173381e+01	8.090597385674414e-03
66	3.298088119167463e+01	7.949331847864727e-03
67	3.298072925113717e+01	7.811784523617860e-03
68	3.298057993908279e+01	7.674237935763273e-03
69	3.298043325551660e+01	7.540409485137900e-03
70	3.298028912939967e+01	7.410299241641383e-03
71	3.298014748970292e+01	7.280189532306025e-03
72	3.298000833642093e+01	7.153798074760687e-03
73	3.297987159853370e+01	7.027406996616747e-03
74	3.297973727602613e+01	6.904734091534692e-03
75	3.297960529787727e+01	6.785779065907604e-03
76	3.297947559304657e+01	6.666824590123355e-03
77	3.297934816153776e+01	6.551587927841496e-03
78	3.297922293231004e+01	6.436351782909355e-03
79	3.297909990536702e+01	6.324833387502338e-03
80	3.297897900966766e+01	6.209598261278870e-03
81	3.297886031626017e+01	6.105515359468683e-03
82	3.297874361202211e+01	5.997715794386238e-03
83	3.297862896800943e+01	5.893633649890262e-03
84	3.297851631316401e+01	5.789552029398237e-03
85	3.297840564749698e+01	5.689188071606566e-03
86	3.297829689997403e+01	5.592541634875658e-03
87	3.297818999955270e+01	5.492178444150397e-03
88	3.297808501728056e+01	5.399249850960075e-03
89	3.297798181106992e+01	5.302604503775399e-03
90	3.297788045196834e+01	5.209676597246471e-03
91	3.297778086893307e+01	5.120466092648712e-03
92	3.297768299092120e+01	5.031255984931704e-03
93	3.297758681794185e+01	4.942046185732352e-03
94	3.297749234999705e+01	4.856553723563195e-03
95	3.297739951604342e+01	4.771061464801107e-03
96	3.297730831607643e+01	4.685569572714599e-03
97	3.297721875010463e+01	4.603794958306651e-03
98	3.297713074708441e+01	4.525737664231144e-03
99	3.297704423597816e+01	4.447680606364912e-03
100	3.297695921678746e+01	4.369623784722165e-03
101	3.297687568951385e+01	4.295284149918643e-03
102	3.297679358311319e+01	4.217227718370964e-03
103	3.297671296862699e+01	4.142888525329624e-03
104	3.297663377501684e+01	4.072266467002095e-03
105	3.297655593123839e+01	4.001644671500770e-03
106	3.297647943729847e+01	3.927306035244271e-03
107	3.297640436423355e+01	3.864118483491552e-03
108	3.297633049892316e+01	3.793497192795314e-03
109	3.297625798344986e+01	3.730309904074858e-03
110	3.297618667572807e+01	3.663405907452955e-03
111	3.297611664680493e+01	3.600218938530020e-03
112	3.297604782563550e+01	3.537032125120021e-03
113	3.297598021222086e+01	3.473845467219405e-03
114	3.297591380656209e+01	3.414375793177271e-03
115	3.297584853761408e+01	3.354906314502415e-03
116	3.297578440538241e+01	3.295436916381789e-03
117	3.297572140986345e+01	3.239684515747854e-03
118	3.297565948001633e+01	3.180215385281571e-03
119	3.297559868688385e+01	3.128180022969218e-03
120	3.297553888837856e+01	3.072427984836423e-03
121	3.297548015554759e+01	3.016676016052600e-03
122	3.297542248838763e+01	2.964641036079740e-03
123	3.297536581586125e+01	2.912606110513138e-03
124	3.297531013796509e+01	2.864288091103617e-03
125	3.297525538365731e+01	2.812253320886526e-03
126	3.297520162397732e+01	2.763935489738856e-03
127	3.297514878788697e+01	2.715617702509832e-03
128	3.297509687538314e+01	2.671016777341606e-03
129	3.297504581542353e+01	2.622699165794273e-03
130	3.297499567905172e+01	2.574381689520067e-03
131	3.297494646627188e+01	2.533497714974686e-03
132	3.297489803499126e+01	2.485180363173356e-03
133	3.297485052730030e+01	2.444296531233903e-03
134	3.297480380110960e+01	2.399696076537339e-03
135	3.297475792746634e+01	2.358812420826695e-03
136	3.297471283532749e+01	2.317928789700829e-03
137	3.297466852469027e+01	2.277045223841867e-03
138	3.297462499555512e+01	2.236161723260466e-03
139	3.297458224792252e+01	2.198994947633537e-03
140	3.297454021074611e+01	2.161828263066212e-03
141	3.297449888402924e+01	2.124661631647484e-03
142	3.297445826777223e+01	2.087495017967456e-03
143	3.297441836197257e+01	2.050328493474751e-03
144	3.297437916663346e+01	2.013161987967749e-03
145	3.297434068175250e+01	1.975995536877662e-03
146	3.297430290733011e+01	1.942545797177786e-03
147	3.297426577232236e+01	1.909096100852992e-03
148	3.297422927672956e+01	1.875646447924595e-03
149	3.297419342055199e+01	1.842196838374832e-03
150	3.297415820378993e+01	1.812463878295034e-03
151	3.297412355539664e+01	1.779014320721473e-03
152	3.297408954641701e+01	1.749281464178409e-03
153	3.297405610580909e+01	1.719548612079791e-03
154	3.297402323357072e+01	1.686099205585379e-03
155	3.297399100074925e+01	1.660083039894289e-03
156	3.297395926525299e+01	1.630350291144111e-03
157	3.297392809812700e+01	1.600617577015129e-03
158	3.297389749937154e+01	1.570884897503788e-03
159	3.297386746898685e+01	1.548585417147308e-03
160	3.297383786488094e+01	1.518852798088943e-03
161	3.297380882914624e+01	1.489120213641115e-03
162	3.297378036178301e+01	1.466820804239433e-03
163	3.297375232069905e+01	1.440804859125677e-03
164	3.297372477694171e+01	1.414788915976573e-03
165	3.297369773050922e+01	1.392489570982036e-03
166	3.297367111035643e+01	1.366473700578297e-03
167	3.297364498753073e+01	1.344174397242881e-03
168	3.297361929098501e+01	1.318158552813031e-03
169	3.297359409176488e+01	1.295859291502666e-03
170	3.297356931882502e+01	1.273560049476430e-03
171	3.297354497216556e+01	1.251260826730771e-03
172	3.297352105178661e+01	1.228961623276348e-03
173	3.297349755768831e+01	1.206662439095396e-03
174	3.297347448987079e+01	1.188079793628560e-03
175	3.297345177728680e+01	1.165780644928560e-03
176	3.297342949098385e+01	1.143481496125531e-03
177	3.297340763096048e+01	1.124898916032180e-03
178	3.297338612617255e+01	1.106316330158563e-03
179	3.297336497661860e+01	1.087733757884735e-03
180	3.297334418229875e+01	1.065434696339906e-03
181	3.297332381426052e+01	1.046852153859135e-03
182	3.297330380145660e+01	1.031986140169749e-03
183	3.297328407284105e+01	1.013403621989539e-03
184	3.297326469946000e+01	9.948211342702962e-04
185	3.297324568131488e+01	9.799551334985779e-04
186	3.297322694735696e+01	9.613726695043567e-04
187	3.297320856863512e+01	9.465066884004614e-04
188	3.297319047410063e+01	9.279242481312622e-04
189	3.297317273480235e+01	9.093417899990186e-04
190	3.297315535073785e+01	8.944758549773724e-04
191	3.297313825086221e+01	8.796099283578940e-04
192	3.297312143517544e+01	8.647439954749814e-04
193	3.297310490367644e+01	8.498780859085286e-04
194	3.297308865636642e+01	8.350121705831270e-04
195	3.297307269324431e+01	8.201462780732527e-04
196	3.297305701431130e+01	8.052803939619935e-04
197	3.297304161956744e+01	7.904145048591715e-04
198	3.297302650901169e+01	7.755486378009380e-04
199	3.297301168264519e+01	7.643992397916577e-04
200	3.297299706942040e+01	7.532498465963045e-04
201	3.297298266933736e+01	7.383839881569543e-04
202	3.297296855344268e+01	7.235181508846722e-04
203	3.297295472173743e+01	7.123687754315711e-04
204	3.297294110317404e+01	6.975029411115941e-04
205	3.297292776879922e+01	6.900700389813608e-04
206	3.297291457651966e+01	6.752042177708972e-04
207	3.297290166842876e+01	6.640548633285448e-04
208	3.297288897347988e+01	6.529055137107775e-04
209	3.297287649167303e+01	6.380397253167303e-04
210	3.297286429405592e+01	6.306068289347877e-04
211	3.297285223853326e+01	6.194574937765651e-04
212	3.297284039615274e+01	6.083081634393750e-04
213	3.297282876691439e+01	5.971588379303228e-04
214	3.297281735081824e+01	5.860095172351976e-04
215	3.297280614786433e+01	5.785766459922570e-04
216	3.297279508700578e+01	5.674273235811711e-04
217	3.297278423928874e+01	5.562780158072655e-04
218	3.297277360471401e+01	5.451287128508397e-04
219	3.297276318328165e+01	5.376958529623721e-04
220	3.297275290394469e+01	5.265465489969756e-04
221	3.297274283774943e+01	5.191136942990227e-04
